"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cayman Islands","CYM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49903.0285395752","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23300.6747702401","22873.1673271774","24366.2899287947","23951.4227074934","24845.3379658846","26465.0946930655","26393.827157117","26689.9652985977","27745.0509959616","28761.0951648828","30085.7741218715","30834.9098059246","31519.7240606795","31909.9326343317","32924.933503185","33662.852895003","34599.024510009","35502.9559707513","35960.3527189252","34387.348365288","33941.1380158355","33192.3798467826","31690.7027653422","29879.5672096594","29786.1743939368","30549.1009696787","31331.3930028654","",
"Czech Republic","CZE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20023.1359867147","17739.9967006919","17632.0996214391","17624.68477675","18130.891018021","19270.6993868643","20107.8534574349","20009.8318097638","19962.9612888893","20269.6986562541","21193.9017140583","21892.48252523","22297.2247461099","23107.2038753806","24233.5969865534","25781.2047057911","27473.6271233445","28844.0671946539","29373.1092319296","27803.5871622193","28352.9493964403","28797.4179611691","28527.1387345992","28379.7461179156","29119.6166119074","30605.4205211471","31338.8752118175","",
"Germany","DEU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31287.0698103409","32646.5618381478","33022.5755518938","32492.5185329959","33175.7085774638","33653.1296358835","33830.3056593287","34405.5192090796","35081.304207874","35755.2993074406","36764.5629268974","37325.0525470646","37262.3512875562","36977.3460076486","37418.0924996579","37703.9329399406","39143.1662435764","40473.5274498896","40989.4431148599","38784.4524824906","40428.7210307617","42692.5197566424","42822.0994035797","42914.4761126655","43560.6192440775","43937.9471317278","44356.8577288353","",
"Djibouti","DJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101.67007837869","2888.53024372283","2849.46087068692","2645.99806834584","2604.8926540143","2482.03495207566","2330.73489723224","2252.90170061598","2190.00244827913","2175.43654172963","2131.26264400737","2130.00441157765","2146.20732885914","2178.69903401912","2226.44576491283","2260.35113984683","2330.30473373075","2409.2282713199","2507.04848119708","2589.46196042016","2634.71324617292","2705.40558882684","2787.33041139445","2876.09420224424","2996.94103148031","3139.27353522704","","",
"Dominica","DMA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6730.02285645796","6778.96529685568","6905.27819560082","6997.68790121954","7081.63767666024","7221.98606218189","7436.01019121304","7588.68023462289","8018.92633958788","8118.41731874231","8175.43518534864","8214.82081900806","8053.00132577894","8638.77145141762","8883.29752424248","8844.29336148169","9080.26156036944","9634.76728176898","10302.82784101","10160.1522549326","10198.2735161701","10135.2741721538","9981.10157055408","9871.67259323732","10255.216803569","9941.89481767398","10151.3425233946","",
"Denmark","DNK","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33785.6501434745","34167.7192804575","34721.3817813856","34609.5830852322","36332.217340493","37237.7232792657","38101.4055156612","39180.6865580516","39904.5956145279","40945.2792350717","42337.7143693512","42533.5392582329","42595.5872217462","42645.5831253435","43670.4452995124","44567.9313092661","46159.9137391637","46373.5166625592","45865.7959577936","43382.6254590015","43998.4366716285","44403.3941459257","44336.8124612297","44564.4521554649","45057.0741699595","45458.697148831","45991.2247756847","",
"Dominican Republic","DOM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5267.102183053","5213.78753283561","5651.65401729212","5946.07091204594","5971.93538352293","6188.7605105259","6517.23090549839","6923.03798741888","7289.70641441061","7656.73290044229","7963.70566947502","7982.39770221508","8315.21162800119","8168.84554767806","8153.06536310454","8778.49253761958","9576.5777370166","10265.0373171296","10449.1883005539","10406.3319083392","11123.5309648031","11320.9030559829","11490.6818164732","11887.6731055271","12639.0915494073","13371.524988334","14098.875869884","",
"Algeria","DZA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10236.840658348","9869.48837022995","9815.46382267098","9400.05442441546","9126.2716238864","9295.42011356466","9509.68765695727","9461.35511679608","9796.73993556183","9968.96771197831","10211.0018566908","10382.1868362393","10826.4876450259","11459.8935602271","11797.1848486236","12322.4842607049","12348.4812120361","12570.6547026998","12660.4032440006","12647.5403044562","12870.6026985154","12990.345016498","13161.9616734309","13253.6154761387","13483.3378622219","13724.723852895","13921.1800218255","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2222.97510387785","2358.47445403995","2564.81185195596","2794.96948979938","3046.64937414821","3296.24387924594","3542.41057710267","3735.86964045077","3726.13719127337","3902.84842112698","4148.4925512614","4376.67176104797","4670.47225803799","5025.803118207","5420.16029948707","5883.89996555399","6447.0664539963","7161.91991229333","7689.95668091715","8198.49874914372","8921.0934994344","9588.01791991722","10227.2687346134","10874.4698199096","11514.4999060424","12165.4488397962","12833.2039813986","",
"Early-demographic dividend","EAR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4316.31132870005","4432.39098086491","4532.58789900599","4585.64177589946","4643.84747270673","4711.93636642157","4884.27605895447","5004.64498169899","4996.59603889241","5025.02056185418","5158.06385750135","5153.10372156084","5184.38910513724","5378.19653432915","5640.42608096768","5916.35510168374","6202.69506792956","6514.54575551948","6659.58074778529","6693.97753809531","7044.11189382764","7297.63618952149","7477.07794939006","7713.75159372469","7965.30110521395","8245.50187504073","8545.53335120594","",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4952.23777773","5149.25866150626","5356.41478884005","5587.82420335697","5864.54491445637","6174.54659183949","6487.47994079275","6709.77922148987","6635.35747817567","6845.10504792633","7178.25467398205","7385.87124216043","7696.93705069745","8068.54987001771","8526.37808643426","9021.29392074857","9611.56180343816","10354.3948044806","10814.4338835125","11128.705554086","11960.7727351675","12605.0093451499","13235.5412736914","13890.6192228952","14511.5575040211","15133.8650838485","15775.8311462348","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13707.7079214285","12900.4705641177","11431.4775116868","10676.0460516023","9489.69144185096","9295.60502297086","9256.26319192032","9470.25270802137","9292.18328710259","9514.29164033677","10272.5079779256","10615.8036529477","11199.7697717915","11968.1166528749","12936.2260742572","13824.0942642413","14935.6449897942","16085.8542359154","16771.9101793973","15687.2249494777","16393.7520084875","17307.7203557377","17806.7820316261","18353.5236158746","18603.9310026331","18527.6083295747","18679.2602988856","",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20563.9726519188","20341.3841232712","19782.1114263928","19375.219058996","19213.5656570646","19494.91197243","19760.817327172","20301.5333517556","20676.9732434217","21246.0318760423","22225.3959753265","22728.6301239404","23188.4447756172","23718.9257880507","24572.1903755044","25316.0962141118","26396.9193890972","27456.6995419108","27785.9783157127","26378.0298543853","27042.8947063972","27769.8298674557","27857.6599609784","28079.8058708248","28464.3024288731","28802.9079396529","29169.7041782983","",
"Ecuador","ECU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7472.02512840139","7611.73325454516","7595.02533464365","7571.24487350364","7720.72431642205","7726.19208586756","7696.58340221155","7867.05793296081","7964.48606899267","7443.33564543541","7387.61587918906","7550.25727509423","7727.71734878832","7808.19220073005","8311.70135430078","8607.76540862608","8837.38068581679","8879.63685410588","9285.8644065728","9183.55255782892","9352.34423681593","9926.90344109607","10322.1789023463","10665.4625828373","10901.4185562194","10749.1288738874","10424.2641539122","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5909.16157495742","5836.66634044749","5965.07054109887","6013.88461304189","6130.74871890015","6292.66239065116","6482.55336287529","6712.63998890105","6856.41767472909","7142.67024262616","7388.35641112331","7507.68726063693","7541.32422926438","7635.66060652718","7800.34891861969","8001.51654058756","8398.87453511458","8838.52479551261","9305.41495471612","9561.84756856866","9857.46828190066","9823.82328675711","9822.42018054691","9814.21213021382","9879.79935855302","10095.6101677121","10319.256927452","",
"Euro area","EMU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28119.3140864416","28769.1770935759","29038.5742386749","28724.1902949245","29346.6199153716","30000.703322216","30446.6712567803","31208.3678018108","32067.8981390785","32928.9876697195","34087.8992621359","34704.2329676501","34903.5942978853","34986.9571182395","35611.1898373182","36046.8478475202","37057.6229887842","38011.0431142582","37997.2711220607","36137.535385288","36789.7728051702","37437.948427596","37004.8297964967","36779.4735978353","37148.0748524406","37803.263346743","38346.651000331","",
"Eritrea","ERI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110.99052630474","1268.41711033735","1544.37251162224","1586.09224097384","1718.3656251667","1827.8883507501","1824.01317010876","1781.14765291006","1679.14714337388","1771.68733794085","1765.60397963655","1661.87935435208","1633.41563923412","1628.86986333777","1574.35215810445","1563.48830246365","1384.10360505986","1411.84139684816","1416.36580154238","1510.45892910899","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23758.7280977593","24301.6921936592","24407.675543355","24030.9776596201","24486.8229291387","25051.2336818993","25614.3894951727","26448.3786561369","27473.3069596232","28589.3085949046","29967.1314474464","30950.5732327814","31395.2760183926","31815.4213391699","32261.4444925784","32901.9877322306","33700.8521141386","34329.6470032958","34163.9463911854","32652.5121822546","32507.0939660629","32068.2709273108","31109.1874649142","30678.9172969914","31195.4052422035","32291.1551993266","33320.0351089424","",
"Estonia","EST","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11361.8462429184","12144.5950918986","13733.2848117095","14436.7289529188","14270.9983363474","15703.0274678557","16803.5186789525","17937.8319791363","19389.4423083658","20733.538079237","22807.1827469547","25298.646049925","27383.4695578858","25968.9728072711","22187.9264018728","22740.9720038708","24543.0674715452","25691.9996357991","26282.9088374806","27113.6859213723","27549.5813697378","28109.81704489","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","651.953090560741","584.34181231197","514.790155457192","561.936986984778","560.005934971439","574.837098206082","626.107884335328","626.442265180299","587.272494089588","599.952105879211","618.242218671924","650.453496453149","641.527025842593","609.942417701297","673.42600453182","732.38049847164","789.870370145532","856.994839947625","924.518761953064","979.622512202945","1073.82629506882","1162.78331740492","1230.57548379087","1325.75513657038","1424.52698442707","1533.10763199974","1608.29347611692","",
"European Union","EUU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24880.0757945054","25091.987027764","25244.4744514175","25131.2701262667","25786.2604990828","26455.2801713878","26966.474600422","27688.2495422824","28463.2094484822","29242.1596054807","30333.8264342508","30961.9645231763","31336.630946664","31679.4834875334","32411.0290905834","33003.9538686421","34036.0732950721","35008.6545192076","35117.6007056943","33500.0820247471","34114.8997698053","34726.2067192605","34500.8410481219","34498.2466273718","35011.0746370648","35740.4718545059","36344.6514089507","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2809.21119073546","2136.59815485043","2218.27155260477","2320.58829557028","2342.63219416106","2361.658708977","2462.99905320786","2605.71770313693","2877.23243476452","3032.5804132579","3032.47049944483","3047.98560683535","2959.7611154982","2729.53286324889","3066.27423158989","3192.33512363303","3333.76161467441","3432.74742390291","3544.97414105829","3626.13909073912","3766.60586696281","3491.57089837899","3639.46806776509","3769.02229517816","3811.08483487483","3816.78017507871","3941.49848091914","",
"Finland","FIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28905.5703241723","27047.8399017226","26002.0799527475","25686.5100224016","26583.533331846","27596.4128931831","28512.4344000172","30205.0204371741","31760.2768039513","33094.8384299002","34887.1787990067","35706.1533300355","36218.2401573648","36852.4439237464","38188.2510919027","39115.7647931549","40546.0807261049","42467.2609961997","42574.6411365042","38867.7994464569","39848.1344978775","40683.5275821703","39912.9413580065","39428.3120606313","39017.5372069548","38941.7636030551","39659.1660392991","",
"Fiji","FJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5891.2900807153","5678.8756314892","5951.98319087882","5994.26640312725","6212.41893503634","6287.00551567732","6513.37598402228","6302.72202210462","6325.18392241167","6829.07467796031","6673.84739081023","6782.28440438871","6986.6779564214","7048.44794072517","7406.36184195247","7426.77876327393","7513.21710556967","7383.26406948114","7384.0860570468","7208.00511111528","7352.08836002372","7488.82938057572","7537.92622654187","7839.87478602252","8222.25381602824","8477.6447332114","8447.26421585972","",
"France","FRA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29527.9739515033","29811.1083520776","30137.7576101533","29823.6140156673","30409.6873915525","30931.8118672999","31250.2987640536","31867.7904460013","32879.6558746546","33825.4328783599","34896.387306251","35320.4246114363","35456.6763421496","35494.7817219654","36216.1681701552","36522.0765589883","37129.6812135362","37772.0777505611","37634.9296395514","36340.508687855","36872.2280897097","37457.2848600019","37344.5376697004","37366.9307216323","37531.4282697726","37765.7508688631","38061.0942586316","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2721.05686705971","2850.13850360709","2887.96347401355","3047.31030734923","2970.34819595308","3136.43790627049","3016.74408223724","2829.62977301078","2920.37143500805","2972.37082093047","3119.11544350034","3181.51942864264","3206.05023425746","3273.57657894626","3178.19997197122","3255.20463182086","3266.69921291057","3221.06312805464","3167.71662996746","3220.97630144598","3297.65693360804","3412.90655368719","3343.87635487685","3208.68287379986","3130.054449859","3271.26702149826","3253.47975532675","",
"Gabon","GAB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19500.7230842468","20142.4853569857","19006.0925339182","19242.3474082153","19444.7965319576","19895.6277129666","20101.3002950707","20727.6612578701","20919.2913508214","18581.8455699392","17782.5106657898","17714.1892382638","17231.1929530881","17170.8987356978","16832.3044863926","16803.3695818458","15860.2084108551","16312.4043316918","15287.9837061927","14822.2342756909","15355.7931982373","15893.5162321878","16159.4926618381","16502.800723963","16678.4622846348","16836.6059057727","16786.0007214473","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26827.8422642227","26454.4098108301","26481.6315650866","27085.7876568753","28065.1854525458","28682.3421558204","29335.696108937","30441.839370203","31305.6862483084","32205.1508944734","33266.1164286608","33981.3775929392","34669.5182383112","35656.1779984626","36292.1820341162","37159.7989562295","37793.6185013342","38384.2519713226","37903.3819323998","36042.424228706","36366.9831782522","36607.9810897257","36892.8503113158","37398.7972183927","38251.7924802929","38839.1669568199","39309.3270821404","",
"Georgia","GEO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8006.50423395592","6272.84825599734","3429.67306439336","2406.21439423382","2177.91996806486","2294.77561882095","2616.96593728235","2946.17687710001","3067.64146291545","3180.32407760557","3263.85926179743","3445.57944171158","3658.70749688075","4116.19608418348","4414.77666096774","4902.09293431362","5432.07754056497","6183.34349236755","6408.06033535279","6254.86760822712","6733.78376130988","7315.0908976643","7881.32904812669","8254.01076569103","8749.15618927352","9025.13314265612","9276.76624317549","",
"Ghana","GHA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1919.59663604645","1965.72272579596","1985.9478191155","2025.60310673572","2036.87097033283","2066.19236747706","2107.82169085302","2143.48896230006","2191.02578824457","2232.82277362906","2259.05740510313","2291.01047833942","2333.6760577053","2392.31991140175","2461.31602400049","2539.32280551284","2632.0211439025","2675.43674965951","2845.22732625269","2907.57474834725","3059.4136985984","3404.45956595241","3632.43645541447","3807.33298484994","3868.59106954135","3929.68104354841","3980.2021060737","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1411.93334950553","1373.09153511294","1337.33462333603","1325.48468648977","1308.50082408452","1311.94768207296","1326.43415260549","1360.78986405506","1382.96012091812","1410.71499283703","1420.61758524791","1445.89948837155","1492.91568281916","1483.54848696996","1489.40755934158","1504.0146055878","1510.10193407857","1574.13587956031","1603.38035289352","1543.82552823348","1575.38231056336","1625.57266316287","1684.14140516929","1711.67747367409","1734.71842171585","1753.0631163132","1823.33878842807","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1506.39209066888","1499.72962306128","1502.56984932747","1503.86639328718","1464.82811554692","1437.0066778266","1428.12677577544","1456.32765190613","1464.74603095655","1513.54280836104","1549.57276330468","1589.57269913061","1489.99921056037","1541.98181167833","1598.31239670496","1533.23682062651","1501.78821415637","1507.68597521277","1544.51682432489","1593.00323375703","1644.22861700077","1524.75602386833","1560.31722893985","1584.74033886659","1550.20546944792","1568.02291355603","1554.88413632161","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1573.87124513804","1614.46601711103","1592.84010916082","1587.79163088337","1601.85409618809","1637.65571469034","1793.03159901684","1876.12577612586","1326.23962575174","1316.92567675579","1363.34043628134","1366.49208845203","1325.82211585947","1305.42585051665","1312.52236093136","1338.28632502074","1338.34592011585","1349.44147660532","1359.9158772666","1371.05876963578","1400.36271908519","1475.38909048806","1412.95372357344","1421.34027871018","1398.25432049779","1446.46864908346","1491.68195282867","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999.504534579949","958.352900750171","1250.12851659895","1342.45289823781","1513.07787062634","1715.2275305108","2752.92612075478","6620.81890618774","7876.19847857676","9507.22415825884","10792.733022619","16932.0027163883","19418.6946732963","21230.1110744417","28076.3489776622","31372.0827949494","32300.7371415936","35570.7250735463","40015.8191935871","38738.1520306425","33723.3658030152","34363.1529063453","35632.0456431947","32736.0974323694","31542.5107724706","27572.5875067327","24162.5275308114","",
"Greece","GRC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20686.1367611483","21072.9332724706","21058.96205484","20600.4767595964","20907.5390114597","21247.0408971018","21759.0612321488","22622.9137945759","23374.1527731618","24000.1358885311","24839.0759062479","25731.2092719044","26642.768959863","28119.4073558205","29469.5266005245","29559.2813870956","31136.4469589464","32073.9603960134","31881.7123475428","30430.419418438","28726.0792836873","26141.3195918975","24364.2690631745","23746.0845699961","24081.6305378246","24170.3018369872","24223.9922921798","",
"Grenada","GRD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7241.55920764449","7328.87825054336","7210.8773372878","6990.01935659345","7029.73883061964","7118.56538989116","7394.60099169228","7740.44223926457","8633.43652291863","9217.7689774813","9651.48881505027","9434.79801981238","9735.11102673913","10627.8139917639","10530.1010419973","11893.8208227539","11384.6569538532","12043.5898980472","12117.6480583066","11276.4865609013","11177.9997155594","11220.828366136","11048.5042871569","11262.6987963032","12038.4708733182","12757.9662533519","13167.0521552704","",
"Greenland","GRL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5100.7791925832","5165.02056828565","5289.27562220212","5369.69986988429","5458.01129740901","5598.12003993929","5634.7559045856","5750.51367763367","5904.3341756626","5994.87089024369","6070.72005986777","6069.47751437279","6157.56588845048","6166.11240985273","6213.12985689764","6269.15558477064","6458.00089052801","6713.1464445112","6781.89963683618","6669.99987459337","6714.06359554651","6844.4956401592","6899.10873916764","7005.02692845274","7147.42922806486","7292.71910386634","7366.76847952713","",
"Guam","GUM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2843.14327636848","3009.32672891331","3228.32301745305","3468.68722294909","3740.21953723567","3911.50775010434","4216.71299035243","4487.24271039241","4425.46033554465","4573.02454105171","4521.90289297271","4630.02555167227","4681.04552813957","4634.15548380744","4788.10659681991","4698.82104023211","4948.72447835002","5308.40585233324","5424.61337979324","5621.9633011265","5847.85725499679","6130.83761606119","6420.1147615941","6697.87312395973","6910.55598963797","7074.20713695781","7266.3352852239","",
"High income","HIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29146.5212017119","29402.7397914879","29885.1926203891","30092.5581499116","30867.4391245313","31514.8667260129","32261.9044616993","33169.272556617","33863.5269328","34772.8641993693","36005.9599406063","36291.6817861663","36637.8213222861","37261.0318160372","38315.47350378","39164.0041587268","40119.640720859","40903.2667214529","40786.4238874404","39173.7613137079","40127.6269063357","40793.801025333","41123.3334477181","41479.3589722226","42123.3761251445","42872.0374837115","43350.6273016571","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26974.2627013224","28276.8601412023","29788.719757023","31097.1496828618","32239.8904496522","32358.0768841425","32271.3920856981","33635.9377278881","31394.0810927874","31875.153097622","34016.6779395359","33956.2828015822","34366.3189941379","35486.6627706186","38274.3622822337","40922.9573744732","43520.5135691056","45937.4430329063","46635.1355971901","45390.4803676521","48107.7222260692","50085.9593288483","50378.3323809228","51732.4760265572","52789.4551932641","53595.244814402","54353.9074269292","",
"Honduras","HND","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3171.67135710824","3181.94887902318","3266.19999329877","3372.66106517279","3236.49407819279","3275.71025551082","3301.64454473374","3373.92775202213","3380.35146163521","3230.29848355015","3328.5105885392","3332.93206938922","3372.35724467309","3440.15435860558","3568.14841595992","3697.16985429204","3852.21373403826","4002.20516646456","4084.29869915323","3904.45951854827","3971.18299352727","4046.07625166556","4136.82205775887","4177.58027107278","4231.32506716223","4311.17639683289","4392.26594675796","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471.70681579586","1442.04067867957","1390.77258784072","1365.49725773875","1332.33062986388","1355.14142625898","1390.80025270657","1413.03193619549","1423.17169455804","1429.50021899135","1431.32244188913","1453.55464743556","1460.99985813736","1484.69727306691","1524.04541841926","1573.91934665978","1624.45687513244","1687.80538883845","1741.30085892238","1768.15261136394","1818.59922704564","1856.22061236193","1911.20523160487","1968.01107436446","2022.40075188979","2067.80242265797","2104.99358963837","",
"Croatia","HRV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12624.5947436829","13886.6130916181","14556.7898062528","15061.7179665056","14747.1653487373","15745.3204570369","16234.7259306183","17086.4766914874","18036.1271816318","18776.7371047218","19545.361263237","20489.85593493","21564.5120242025","22014.7146824303","20414.1928479761","20118.2108286706","20704.4371932848","20313.5370341477","20153.4681736144","20136.2186593413","20759.0481463138","21527.9676744908","",
"Haiti","HTI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1716.98694778704","1731.60160833556","1737.98787873327","1754.09934068825","1739.39251520145","1692.83845498666","1661.40939437996","1641.10979480772","1558.53223663507","1561.96044614903","1572.30243476809","1599.80240128378","1588.67796790177","1613.08796209673","1502.03271141224","1562.27887385753","1584.832465652","1629.35891818513","1652.85480345734","1651.22844549164","1653.96184811414","",
"Hungary","HUN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15148.286167219","14689.8633456283","14621.89845685","15073.4472910359","15319.2827952507","15347.791725828","15892.4175432641","16604.1857490724","17181.9447549103","17951.7355199383","18683.9818474509","19585.7223042541","20397.8448812483","21466.2223742387","22452.8159282563","23353.8502011068","23491.7478872702","23734.2445282406","22202.1570188671","22404.2391969471","22841.2103381104","22582.0728072234","23119.0169671733","24161.4255236519","25034.4507306605","25664.136004531","",
